Sensor 1 ;Sensor 2;Sensor 3
63.734701717329244;63.559106153563164;NaN;0.0;0.0
64.9517808074117;64.08845072424452;65.65019593517212
64.9517808074117;64.08845072424452;65.68733313193178
64.9153944745558;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.68733313193178
65.09769416337826;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;NaN;0.0;0.0
64.9517808074117;64.08845072424452;65.76172304643183
64.9517808074117;64.08845072424452;65.65019593517212
64.9517808074117;64.08845072424452;65.68733313193178
64.9153944745558;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.68733313193178
65.09769416337826;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.76172304643183
65.09769416337826;64.08845072424452;65.68733313193178
64.84273162039989;64.08845072424452;65.65019593517212
64.9153944745558;64.08845072424452;65.87359809141151
65.09769416337826;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.76172304643183
64.9517808074117;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.76172304643183
65.06116044963801;64.08845072424452;65.68733313193178
64.98820385732819;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.76172304643183
65.06116044963801;64.05292073027937;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
64.98820385732819;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.72450880532512
64.98820385732819;64.08845072424452;65.68733313193178
64.9517808074117;63.981964683178035;65.68733313193178
65.06116044963801;64.08845072424452;65.68733313193178
64.9517808074117;64.08845072424452;65.72450880532512
65.06116044963801;64.08845072424452;65.68733313193178
65.06116044963801;64.08845072424452;65.72450880532512
65.09769416337826;64.08845072424452;65.76172304643183
65.06116044963801;63.94653847349656;65.65019593517212
64.9517808074117;63.981964683178035;65.65019593517212
64.98820385732819;63.981964683178035;65.65019593517212
64.9517808074117;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.65019593517212
64.9153944745558;63.981964683178035;65.68733313193178
64.98820385732819;63.981964683178035;65.65019593517212
64.98820385732819;63.94653847349656;65.68733313193178
65.06116044963801;63.981964683178035;65.68733313193178
64.98820385732819;63.981964683178035;65.65019593517212
64.9517808074117;63.981964683178035;65.76172304643183
64.9517808074117;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.65019593517212
64.98820385732819;63.981964683178035;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
65.06116044963801;63.981964683178035;65.65019593517212
65.09769416337826;63.94653847349656;65.65019593517212
64.98820385732819;63.94653847349656;65.65019593517212
65.06116044963801;63.981964683178035;65.65019593517212
65.06116044963801;63.94653847349656;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
65.06116044963801;63.981964683178035;65.68733313193178
64.98820385732819;63.94653847349656;65.72450880532512
64.98820385732819;63.94653847349656;65.65019593517212
64.98820385732819;63.94653847349656;65.68733313193178
64.9153944745558;63.94653847349656;65.65019593517212
64.98820385732819;63.91114670244474;65.72450880532512
65.06116044963801;63.87578929236878;65.65019593517212
64.9517808074117;63.94653847349656;65.65019593517212
64.9517808074117;63.91114670244474;65.68733313193178
64.9153944745558;63.91114670244474;65.72450880532512
64.98820385732819;63.94653847349656;65.65019593517212
64.98820385732819;63.840466165860846;65.65019593517212
64.98820385732819;63.91114670244474;65.72450880532512
64.87904477378481;63.94653847349656;65.65019593517212
64.9517808074117;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
65.09769416337826;63.94653847349656;65.65019593517212
64.9517808074117;63.91114670244474;65.68733313193178
64.9517808074117;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.65019593517212
64.9153944745558;63.87578929236878;65.87359809141151
64.9153944745558;63.91114670244474;65.72450880532512
64.98820385732819;63.91114670244474;65.68733313193178
64.9517808074117;63.91114670244474;65.65019593517212
65.06116044963801;63.94653847349656;65.65019593517212
64.9517808074117;63.91114670244474;65.65019593517212
64.98820385732819;63.91114670244474;65.68733313193178
64.9517808074117;63.91114670244474;65.65019593517212
64.9517808074117;63.91114670244474;65.76172304643183
65.06116044963801;63.91114670244474;65.68733313193178
64.9153944745558;63.91114670244474;65.65019593517212
65.06116044963801;63.91114670244474;65.68733313193178
65.09769416337826;63.91114670244474;65.68733313193178
65.06116044963801;63.91114670244474;65.65019593517212
65.06116044963801;63.87578929236878;65.68733313193178
65.06116044963801;63.91114670244474;65.68733313193178
64.9517808074117;63.91114670244474;65.68733313193178
64.9153944745558;63.91114670244474;65.72450880532512
64.98820385732819;63.91114670244474;65.68733313193178
64.9153944745558;63.91114670244474;65.87359809141151
64.9153944745558;63.91114670244474;65.68733313193178
64.98820385732819;63.91114670244474;65.68733313193178
64.98820385732819;63.91114670244474;65.65019593517212
65.06116044963801;63.94653847349656;65.68733313193178
64.9153944745558;63.94653847349656;65.76172304643183
64.98820385732819;63.94653847349656;65.68733313193178
64.98820385732819;63.94653847349656;65.68733313193178
64.87904477378481;63.94653847349656;65.72450880532512
64.98820385732819;63.94653847349656;65.68733313193178
64.9153944745558;63.94653847349656;65.76172304643183
64.98820385732819;63.981964683178035;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
64.98820385732819;63.981964683178035;65.68733313193178
64.98820385732819;63.981964683178035;65.72450880532512
64.98820385732819;63.981964683178035;65.65019593517212
64.98820385732819;63.981964683178035;65.68733313193178
64.9517808074117;63.94653847349656;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.76172304643183
64.98820385732819;63.94653847349656;65.68733313193178
64.9153944745558;63.94653847349656;65.68733313193178
65.09769416337826;63.981964683178035;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
64.98820385732819;63.94653847349656;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
64.9517808074117;63.94653847349656;65.68733313193178
64.98820385732819;64.08845072424452;65.68733313193178
64.98820385732819;64.05292073027937;65.68733313193178
64.98820385732819;64.05292073027937;65.68733313193178
64.98820385732819;64.08845072424452;65.68733313193178
64.98820385732819;64.05292073027937;65.76172304643183
64.98820385732819;64.05292073027937;65.68733313193178
64.98820385732819;63.981964683178035;65.72450880532512
64.98820385732819;64.05292073027937;65.65019593517212
64.9517808074117;64.05292073027937;65.65019593517212
64.98820385732819;64.12401546993203;65.68733313193178
64.87904477378481;63.981964683178035;65.76172304643183
64.98820385732819;63.94653847349656;65.68733313193178
64.87904477378481;64.08845072424452;65.68733313193178
64.87904477378481;64.08845072424452;65.68733313193178
64.98820385732819;63.981964683178035;65.65019593517212
64.9517808074117;63.981964683178035;65.65019593517212
64.9517808074117;64.05292073027937;65.65019593517212
64.9517808074117;64.05292073027937;65.68733313193178
64.9153944745558;63.981964683178035;65.76172304643183
64.87904477378481;63.981964683178035;65.65019593517212
64.9517808074117;64.08845072424452;65.76172304643183
64.9517808074117;63.981964683178035;65.76172304643183
64.87904477378481;64.08845072424452;65.68733313193178
64.87904477378481;63.981964683178035;65.87359809141151
64.84273162039989;64.05292073027937;65.68733313193178
64.87904477378481;63.981964683178035;65.76172304643183
64.9517808074117;63.981964683178035;65.68733313193178
64.84273162039989;63.981964683178035;65.76172304643183
64.98820385732819;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.68733313193178
64.9153944745558;63.94653847349656;65.68733313193178
64.9517808074117;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.76172304643183
64.84273162039989;63.981964683178035;65.68733313193178
64.9517808074117;63.981964683178035;65.65019593517212
64.9153944745558;63.981964683178035;65.68733313193178
64.9153944745558;63.94653847349656;65.65019593517212
64.9517808074117;63.981964683178035;65.68733313193178
64.84273162039989;63.91114670244474;65.76172304643183
64.9517808074117;63.94653847349656;65.68733313193178
